id	original_sentence	auxiliary_sentence	label_id	label
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	food	0	positive
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	ambience	4	none
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	service	4	none
3005	we were seated at the sushi bar in front of yasuda.	price	4	none
3005	we were seated at the sushi bar in front of yasuda.	anecdotes	1	neutral
3005	we were seated at the sushi bar in front of yasuda.	food	4	none
3005	we were seated at the sushi bar in front of yasuda.	ambience	4	none
3005	we were seated at the sushi bar in front of yasuda.	service	4	none
301	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	price	4	none
301	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	anecdotes	4	none
301	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	food	4	none
301	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	ambience	4	none
301	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	service	3	conflict
3011	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.	price	4	none
3011	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.	anecdotes	1	neutral
3011	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.	food	4	none
3011	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.	ambience	4	none
3011	uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.	service	4	none
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	price	4	none
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	anecdotes	4	none
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	food	0	positive
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	ambience	4	none
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	service	4	none
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	price	4	none
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	anecdotes	4	none
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	food	4	none
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	ambience	4	none
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	service	2	negative
3014	Our first greeting when we entered was The last call is at 10:15.	price	4	none
3014	Our first greeting when we entered was The last call is at 10:15.	anecdotes	4	none
3014	Our first greeting when we entered was The last call is at 10:15.	food	4	none
3014	Our first greeting when we entered was The last call is at 10:15.	ambience	4	none
3014	Our first greeting when we entered was The last call is at 10:15.	service	2	negative
3015	After we got our sashimi order, I could not believe how small the portions were!	price	4	none
3015	After we got our sashimi order, I could not believe how small the portions were!	anecdotes	4	none
3015	After we got our sashimi order, I could not believe how small the portions were!	food	2	negative
3015	After we got our sashimi order, I could not believe how small the portions were!	ambience	4	none
3015	After we got our sashimi order, I could not believe how small the portions were!	service	4	none
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	price	4	none
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	anecdotes	4	none
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	food	2	negative
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	ambience	4	none
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	service	4	none
3017	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	price	4	none
3017	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	anecdotes	2	negative
3017	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	food	2	negative
3017	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	ambience	4	none
3017	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	service	4	none
3018	Oh, don't even let me start with how expensive the bills were!	price	2	negative
3018	Oh, don't even let me start with how expensive the bills were!	anecdotes	4	none
3018	Oh, don't even let me start with how expensive the bills were!	food	4	none
3018	Oh, don't even let me start with how expensive the bills were!	ambience	4	none
3018	Oh, don't even let me start with how expensive the bills were!	service	4	none
3019	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.	price	4	none
3019	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.	anecdotes	1	neutral
3019	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.	food	4	none
3019	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.	ambience	4	none
3019	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.	service	4	none
302	This restaurant is such a great place.	price	4	none
302	This restaurant is such a great place.	anecdotes	0	positive
302	This restaurant is such a great place.	food	4	none
302	This restaurant is such a great place.	ambience	4	none
302	This restaurant is such a great place.	service	4	none
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	price	4	none
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	anecdotes	4	none
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	food	0	positive
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	ambience	4	none
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	service	4	none
3021	We've never had any problems with the staff but maybe we've been lucky?	price	4	none
3021	We've never had any problems with the staff but maybe we've been lucky?	anecdotes	4	none
3021	We've never had any problems with the staff but maybe we've been lucky?	food	4	none
3021	We've never had any problems with the staff but maybe we've been lucky?	ambience	4	none
3021	We've never had any problems with the staff but maybe we've been lucky?	service	0	positive
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	price	2	negative
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	anecdotes	0	positive
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	food	4	none
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	ambience	4	none
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	service	4	none
3023	I've been here twice now.	price	4	none
3023	I've been here twice now.	anecdotes	1	neutral
3023	I've been here twice now.	food	4	none
3023	I've been here twice now.	ambience	4	none
3023	I've been here twice now.	service	4	none
3024	The first time the sushi was outstanding, the second time it was a little bland.	price	4	none
3024	The first time the sushi was outstanding, the second time it was a little bland.	anecdotes	4	none
3024	The first time the sushi was outstanding, the second time it was a little bland.	food	3	conflict
3024	The first time the sushi was outstanding, the second time it was a little bland.	ambience	4	none
3024	The first time the sushi was outstanding, the second time it was a little bland.	service	4	none
3025	I'm sure I'll return for a final judgement tho.	price	4	none
3025	I'm sure I'll return for a final judgement tho.	anecdotes	1	neutral
3025	I'm sure I'll return for a final judgement tho.	food	4	none
3025	I'm sure I'll return for a final judgement tho.	ambience	4	none
3025	I'm sure I'll return for a final judgement tho.	service	4	none
3026	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	price	4	none
3026	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	anecdotes	4	none
3026	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	food	0	positive
3026	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	ambience	0	positive
3026	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	service	0	positive
3029	This is my fourth try over a two year period, and I'm done.	price	4	none
3029	This is my fourth try over a two year period, and I'm done.	anecdotes	2	negative
3029	This is my fourth try over a two year period, and I'm done.	food	4	none
3029	This is my fourth try over a two year period, and I'm done.	ambience	4	none
3029	This is my fourth try over a two year period, and I'm done.	service	4	none
303	I have been here a few times for dinner, once for brunch and twice for lunch.	price	4	none
303	I have been here a few times for dinner, once for brunch and twice for lunch.	anecdotes	1	neutral
303	I have been here a few times for dinner, once for brunch and twice for lunch.	food	4	none
303	I have been here a few times for dinner, once for brunch and twice for lunch.	ambience	4	none
303	I have been here a few times for dinner, once for brunch and twice for lunch.	service	4	none
3030	(I've ordered from the 2nd ave.	price	4	none
3030	(I've ordered from the 2nd ave.	anecdotes	1	neutral
3030	(I've ordered from the 2nd ave.	food	4	none
3030	(I've ordered from the 2nd ave.	ambience	4	none
3030	(I've ordered from the 2nd ave.	service	4	none
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	price	4	none
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	anecdotes	4	none
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	food	2	negative
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	ambience	4	none
3033	The Singapore Mai Fun had NO curry flavor whatsoever.	service	4	none
3034	Don't waste your time, or money!!	price	4	none
3034	Don't waste your time, or money!!	anecdotes	2	negative
3034	Don't waste your time, or money!!	food	4	none
3034	Don't waste your time, or money!!	ambience	4	none
3034	Don't waste your time, or money!!	service	4	none
3035	As I made the title, it's an affordable restaurant for great taste.	price	0	positive
3035	As I made the title, it's an affordable restaurant for great taste.	anecdotes	4	none
3035	As I made the title, it's an affordable restaurant for great taste.	food	0	positive
3035	As I made the title, it's an affordable restaurant for great taste.	ambience	4	none
3035	As I made the title, it's an affordable restaurant for great taste.	service	4	none
3038	Staffs are not that friendly, but the taste covers all.	price	4	none
3038	Staffs are not that friendly, but the taste covers all.	anecdotes	4	none
3038	Staffs are not that friendly, but the taste covers all.	food	0	positive
3038	Staffs are not that friendly, but the taste covers all.	ambience	4	none
3038	Staffs are not that friendly, but the taste covers all.	service	2	negative
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	price	4	none
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	anecdotes	4	none
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	food	2	negative
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	ambience	4	none
3039	I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.	service	4	none
304	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.	price	4	none
304	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.	anecdotes	0	positive
304	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.	food	0	positive
304	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.	ambience	4	none
304	I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.	service	4	none
3040	Try ordering from the regular menu, then you would not regret!	price	4	none
3040	Try ordering from the regular menu, then you would not regret!	anecdotes	4	none
3040	Try ordering from the regular menu, then you would not regret!	food	0	positive
3040	Try ordering from the regular menu, then you would not regret!	ambience	4	none
3040	Try ordering from the regular menu, then you would not regret!	service	4	none
3041	We've only eaten in the restaurant once, but we have ordered many times for dinner.	price	4	none
3041	We've only eaten in the restaurant once, but we have ordered many times for dinner.	anecdotes	1	neutral
3041	We've only eaten in the restaurant once, but we have ordered many times for dinner.	food	4	none
3041	We've only eaten in the restaurant once, but we have ordered many times for dinner.	ambience	4	none
3041	We've only eaten in the restaurant once, but we have ordered many times for dinner.	service	4	none
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	price	4	none
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	anecdotes	4	none
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	food	4	none
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	ambience	4	none
3042	We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.	service	0	positive
3043	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	price	0	positive
3043	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	anecdotes	4	none
3043	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	food	0	positive
3043	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	ambience	4	none
3043	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	service	4	none
3044	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	price	4	none
3044	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	anecdotes	4	none
3044	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	food	1	neutral
3044	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	ambience	4	none
3044	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	service	4	none
3045	All pretty good.	price	4	none
3045	All pretty good.	anecdotes	0	positive
3045	All pretty good.	food	4	none
3045	All pretty good.	ambience	4	none
3045	All pretty good.	service	4	none
3046	Judging from previous posts this used to be a good place, but not any longer.	price	4	none
3046	Judging from previous posts this used to be a good place, but not any longer.	anecdotes	3	conflict
3046	Judging from previous posts this used to be a good place, but not any longer.	food	4	none
3046	Judging from previous posts this used to be a good place, but not any longer.	ambience	4	none
3046	Judging from previous posts this used to be a good place, but not any longer.	service	4	none
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	price	4	none
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	anecdotes	4	none
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	food	4	none
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	ambience	4	none
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	service	2	negative
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	price	4	none
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	anecdotes	4	none
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	food	4	none
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	ambience	4	none
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	service	2	negative
3049	The food was lousy - too sweet or too salty and the portions tiny.	price	4	none
3049	The food was lousy - too sweet or too salty and the portions tiny.	anecdotes	4	none
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	2	negative
3049	The food was lousy - too sweet or too salty and the portions tiny.	ambience	4	none
3049	The food was lousy - too sweet or too salty and the portions tiny.	service	4	none
305	The sushi is also great!	price	4	none
305	The sushi is also great!	anecdotes	4	none
305	The sushi is also great!	food	0	positive
305	The sushi is also great!	ambience	4	none
305	The sushi is also great!	service	4	none
3050	After all that, they complained to me about the small tip.	price	4	none
3050	After all that, they complained to me about the small tip.	anecdotes	4	none
3050	After all that, they complained to me about the small tip.	food	4	none
3050	After all that, they complained to me about the small tip.	ambience	4	none
3050	After all that, they complained to me about the small tip.	service	2	negative
3051	Avoid this place!	price	4	none
3051	Avoid this place!	anecdotes	2	negative
3051	Avoid this place!	food	4	none
3051	Avoid this place!	ambience	4	none
3051	Avoid this place!	service	4	none
3052	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	price	4	none
3052	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	anecdotes	4	none
3052	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	food	4	none
3052	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	ambience	1	neutral
3052	Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	service	4	none
3053	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	price	4	none
3053	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	anecdotes	4	none
3053	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	food	4	none
3053	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	ambience	1	neutral
3053	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	service	4	none
3056	However, go for the ambience, and consider the food just a companion for a trip across the world!	price	4	none
3056	However, go for the ambience, and consider the food just a companion for a trip across the world!	anecdotes	4	none
3056	However, go for the ambience, and consider the food just a companion for a trip across the world!	food	2	negative
3056	However, go for the ambience, and consider the food just a companion for a trip across the world!	ambience	0	positive
3056	However, go for the ambience, and consider the food just a companion for a trip across the world!	service	4	none
3057	Look elsewhere.	price	4	none
3057	Look elsewhere.	anecdotes	2	negative
3057	Look elsewhere.	food	4	none
3057	Look elsewhere.	ambience	4	none
3057	Look elsewhere.	service	4	none
3058	Go only if you are already in the neighborhood and don't want to bother going farther for a better place.	price	4	none
3058	Go only if you are already in the neighborhood and don't want to bother going farther for a better place.	anecdotes	2	negative
3058	Go only if you are already in the neighborhood and don't want to bother going farther for a better place.	food	4	none
3058	Go only if you are already in the neighborhood and don't want to bother going farther for a better place.	ambience	4	none
3058	Go only if you are already in the neighborhood and don't want to bother going farther for a better place.	service	4	none
3059	The appetizers are just OK and the main courses were decidedly subpar.	price	4	none
3059	The appetizers are just OK and the main courses were decidedly subpar.	anecdotes	4	none
3059	The appetizers are just OK and the main courses were decidedly subpar.	food	2	negative
3059	The appetizers are just OK and the main courses were decidedly subpar.	ambience	4	none
3059	The appetizers are just OK and the main courses were decidedly subpar.	service	4	none
306	The banana tower is an amazing dessert as well.	price	4	none
306	The banana tower is an amazing dessert as well.	anecdotes	4	none
306	The banana tower is an amazing dessert as well.	food	0	positive
306	The banana tower is an amazing dessert as well.	ambience	4	none
306	The banana tower is an amazing dessert as well.	service	4	none
3060	Worse of all, $60 was erroneously added to our $80 bill.	price	4	none
3060	Worse of all, $60 was erroneously added to our $80 bill.	anecdotes	4	none
3060	Worse of all, $60 was erroneously added to our $80 bill.	food	4	none
3060	Worse of all, $60 was erroneously added to our $80 bill.	ambience	4	none
3060	Worse of all, $60 was erroneously added to our $80 bill.	service	2	negative
3061	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	price	4	none
3061	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	anecdotes	2	negative
3061	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	food	4	none
3061	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	ambience	4	none
3061	You could get a much better dining experience for the same amount of money in a lot of other French Bistros.	service	4	none
3062	Authentic bistro!	price	4	none
3062	Authentic bistro!	anecdotes	0	positive
3062	Authentic bistro!	food	4	none
3062	Authentic bistro!	ambience	4	none
3062	Authentic bistro!	service	4	none
3063	Finally!	price	4	none
3063	Finally!	anecdotes	0	positive
3063	Finally!	food	4	none
3063	Finally!	ambience	4	none
3063	Finally!	service	4	none
3064	Romantic if you want it to be (brightly lit).	price	4	none
3064	Romantic if you want it to be (brightly lit).	anecdotes	4	none
3064	Romantic if you want it to be (brightly lit).	food	4	none
3064	Romantic if you want it to be (brightly lit).	ambience	0	positive
3064	Romantic if you want it to be (brightly lit).	service	4	none
3067	All the food was hot tasty.	price	4	none
3067	All the food was hot tasty.	anecdotes	4	none
3067	All the food was hot tasty.	food	0	positive
3067	All the food was hot tasty.	ambience	4	none
3067	All the food was hot tasty.	service	4	none
3069	Go for it!	price	4	none
3069	Go for it!	anecdotes	0	positive
3069	Go for it!	food	4	none
3069	Go for it!	ambience	4	none
3069	Go for it!	service	4	none
307	This restaurant is a wonderful place to go many times and it is reasonably priced.	price	0	positive
307	This restaurant is a wonderful place to go many times and it is reasonably priced.	anecdotes	0	positive
307	This restaurant is a wonderful place to go many times and it is reasonably priced.	food	4	none
307	This restaurant is a wonderful place to go many times and it is reasonably priced.	ambience	4	none
307	This restaurant is a wonderful place to go many times and it is reasonably priced.	service	4	none
3070	You'll adore it.	price	4	none
3070	You'll adore it.	anecdotes	0	positive
3070	You'll adore it.	food	4	none
3070	You'll adore it.	ambience	4	none
3070	You'll adore it.	service	4	none
3071	Cozy romantic atomosphere with only around 15 tables at most.	price	4	none
3071	Cozy romantic atomosphere with only around 15 tables at most.	anecdotes	4	none
3071	Cozy romantic atomosphere with only around 15 tables at most.	food	4	none
3071	Cozy romantic atomosphere with only around 15 tables at most.	ambience	0	positive
3071	Cozy romantic atomosphere with only around 15 tables at most.	service	4	none
3072	Service was very prompt but slightly rushed.	price	4	none
3072	Service was very prompt but slightly rushed.	anecdotes	4	none
3072	Service was very prompt but slightly rushed.	food	4	none
3072	Service was very prompt but slightly rushed.	ambience	4	none
3072	Service was very prompt but slightly rushed.	service	0	positive
3073	Food was very good, but not what I would consider out of this world.	price	4	none
3073	Food was very good, but not what I would consider out of this world.	anecdotes	4	none
3073	Food was very good, but not what I would consider out of this world.	food	0	positive
3073	Food was very good, but not what I would consider out of this world.	ambience	4	none
3073	Food was very good, but not what I would consider out of this world.	service	4	none
3074	Go here for a romantic dinner but not for an all out wow dining experience.	price	4	none
3074	Go here for a romantic dinner but not for an all out wow dining experience.	anecdotes	3	conflict
3074	Go here for a romantic dinner but not for an all out wow dining experience.	food	4	none
3074	Go here for a romantic dinner but not for an all out wow dining experience.	ambience	4	none
3074	Go here for a romantic dinner but not for an all out wow dining experience.	service	4	none
3075	Fantastic place.	price	4	none
3075	Fantastic place.	anecdotes	0	positive
3075	Fantastic place.	food	4	none
3075	Fantastic place.	ambience	4	none
3075	Fantastic place.	service	4	none
3076	Cute and decorative.	price	4	none
3076	Cute and decorative.	anecdotes	4	none
3076	Cute and decorative.	food	4	none
3076	Cute and decorative.	ambience	0	positive
3076	Cute and decorative.	service	4	none
3077	A pleasant surprise.	price	4	none
3077	A pleasant surprise.	anecdotes	0	positive
3077	A pleasant surprise.	food	4	none
3077	A pleasant surprise.	ambience	4	none
3077	A pleasant surprise.	service	4	none
3078	Go there to relax and feel like your somewhere else.	price	4	none
3078	Go there to relax and feel like your somewhere else.	anecdotes	0	positive
3078	Go there to relax and feel like your somewhere else.	food	4	none
3078	Go there to relax and feel like your somewhere else.	ambience	4	none
3078	Go there to relax and feel like your somewhere else.	service	4	none
3079	This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	price	4	none
3079	This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	anecdotes	3	conflict
3079	This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	food	4	none
3079	This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	ambience	4	none
3079	This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).	service	4	none
308	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.	price	4	none
308	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.	anecdotes	1	neutral
308	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.	food	4	none
308	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.	ambience	4	none
308	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.	service	4	none
3080	The food is inventive but still keeps traditional indian flavoring.	price	4	none
3080	The food is inventive but still keeps traditional indian flavoring.	anecdotes	4	none
3080	The food is inventive but still keeps traditional indian flavoring.	food	0	positive
3080	The food is inventive but still keeps traditional indian flavoring.	ambience	4	none
3080	The food is inventive but still keeps traditional indian flavoring.	service	4	none
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	price	4	none
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	anecdotes	4	none
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	food	0	positive
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	ambience	4	none
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	service	4	none
3082	If you were there when it first opened, give this restaurant a second chance.	price	4	none
3082	If you were there when it first opened, give this restaurant a second chance.	anecdotes	0	positive
3082	If you were there when it first opened, give this restaurant a second chance.	food	4	none
3082	If you were there when it first opened, give this restaurant a second chance.	ambience	4	none
3082	If you were there when it first opened, give this restaurant a second chance.	service	4	none
3083	The wait staff is friendly, and the food has gotten better and better!	price	4	none
3083	The wait staff is friendly, and the food has gotten better and better!	anecdotes	4	none
3083	The wait staff is friendly, and the food has gotten better and better!	food	0	positive
3083	The wait staff is friendly, and the food has gotten better and better!	ambience	4	none
3083	The wait staff is friendly, and the food has gotten better and better!	service	0	positive
3084	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	price	4	none
3084	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	anecdotes	4	none
3084	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	food	0	positive
3084	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	ambience	4	none
3084	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	service	4	none
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	price	4	none
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	anecdotes	4	none
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	food	4	none
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	ambience	0	positive
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	service	4	none
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	price	0	positive
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	anecdotes	4	none
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	food	0	positive
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	ambience	2	negative
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	service	4	none
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	price	2	negative
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	anecdotes	4	none
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	food	3	conflict
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	ambience	4	none
3087	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	service	4	none
3088	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	price	4	none
3088	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	anecdotes	4	none
3088	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	food	0	positive
3088	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	ambience	4	none
3088	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	service	4	none
3089	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.	price	4	none
3089	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.	anecdotes	4	none
